SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Preload-1N,1-Compress,1.050,11.351,-0.023,1.134
Preload-1N,1-Compress,1.060,11.351,-0.023,1.134
Preload-1N,1-Compress,1.070,11.351,-0.023,1.123
Preload-1N,1-Compress,1.080,11.351,-0.023,1.123
Preload-1N,1-Compress,1.090,11.351,-0.023,1.134
Preload-1N,1-Compress,1.100,11.351,-0.023,1.134
Preload-1N,1-Compress,1.110,11.351,-0.023,1.123
Preload-1N,1-Compress,1.120,11.351,-0.023,1.123
Preload-1N,1-Compress,1.130,11.351,-0.023,1.123
Preload-1N,1-Compress,1.140,11.351,-0.023,1.123
Preload-1N,1-Compress,1.150,11.351,-0.023,1.123
Preload-1N,1-Compress,1.160,11.351,-0.023,1.123
Preload-1N,1-Compress,1.170,11.351,-0.023,1.134
Preload-1N,1-Compress,1.180,11.351,-0.023,1.134
Preload-1N,1-Compress,1.190,11.351,-0.023,1.134
Preload-1N,1-Compress,1.200,11.351,-0.023,1.134
Preload-1N,1-Compress,1.210,11.351,-0.023,1.145
Preload-1N,1-Compress,1.220,11.351,-0.023,1.134
Preload-1N,1-Compress,1.230,11.351,-0.023,1.145
Preload-1N,1-Compress,1.240,11.351,-0.023,1.145
Preload-1N,1-Compress,1.250,11.351,-0.023,1.155
Preload-1N,1-Compress,1.260,11.351,-0.023,1.155
Preload-1N,1-Compress,1.270,11.351,-0.023,1.166
Preload-1N,1-Compress,1.280,11.351,-0.023,1.176
Preload-1N,1-Compress,1.290,11.351,-0.023,1.187
Preload-1N,1-Compress,1.300,11.351,-0.023,1.198
Preload-1N,1-Compress,1.310,11.351,-0.023,1.208
Preload-1N,1-Compress,1.320,11.351,-0.023,1.198
Preload-1N,1-Compress,1.330,11.351,-0.023,1.187
Preload-1N,1-Compress,1.340,11.351,-0.023,1.187
Preload-1N,1-Compress,1.350,11.351,-0.023,1.166
Preload-1N,1-Compress,1.360,11.351,-0.023,1.145
Preload-1N,1-Compress,1.370,11.351,-0.023,1.123
Preload-1N,1-Compress,1.380,11.351,-0.023,1.113
Preload-1N,1-Compress,1.390,11.351,-0.023,1.113
Preload-1N,1-Compress,1.400,11.351,-0.023,1.102
Preload-1N,1-Compress,1.410,11.351,-0.023,1.113
Preload-1N,1-Compress,1.420,11.351,-0.023,1.113
Preload-1N,1-Compress,1.430,11.351,-0.023,1.113
Preload-1N,1-Compress,1.440,11.351,-0.023,1.102
Preload-1N,1-Compress,1.450,11.351,-0.023,1.102
Preload-1N,1-Compress,1.460,11.351,-0.023,1.102
Preload-1N,1-Compress,1.470,11.351,-0.023,1.123
Preload-1N,1-Compress,1.480,11.351,-0.023,1.113
Preload-1N,1-Compress,1.490,11.351,-0.023,1.113
Preload-1N,1-Compress,1.500,11.351,-0.023,1.123
Preload-1N,1-Compress,1.510,11.351,-0.023,1.113
Preload-1N,1-Compress,1.520,11.351,-0.023,1.123
Preload-1N,1-Compress,1.530,11.351,-0.023,1.123
Preload-1N,1-Compress,1.540,11.351,-0.023,1.113
Preload-1N,1-Compress,1.550,11.351,-0.023,1.123
Preload-1N,1-Compress,1.560,11.351,-0.023,1.123
Preload-1N,1-Compress,1.570,11.351,-0.023,1.123
Preload-1N,1-Compress,1.580,11.351,-0.023,1.123
Preload-1N,1-Compress,1.590,11.351,-0.023,1.123
Preload-1N,1-Compress,1.600,11.351,-0.023,1.123
Preload-1N,1-Compress,1.610,11.351,-0.023,1.123
Preload-1N,1-Compress,1.620,11.351,-0.023,1.113
Preload-1N,1-Compress,1.630,11.351,-0.023,1.113
Preload-1N,1-Compress,1.640,11.351,-0.023,1.113
Preload-1N,1-Compress,1.650,11.351,-0.023,1.113
Preload-1N,1-Compress,1.660,11.351,-0.023,1.113
Preload-1N,1-Compress,1.670,11.351,-0.023,1.113
Preload-1N,1-Compress,1.680,11.351,-0.023,1.102
Preload-1N,1-Compress,1.690,11.351,-0.023,1.102
Preload-1N,1-Compress,1.700,11.351,-0.023,1.113
Preload-1N,1-Compress,1.710,11.351,-0.023,1.113
Preload-1N,1-Compress,1.720,11.351,-0.023,1.102
Preload-1N,1-Compress,1.730,11.351,-0.023,1.102
Preload-1N,1-Compress,1.740,11.351,-0.023,1.113
Preload-1N,1-Compress,1.750,11.351,-0.023,1.102
Preload-1N,1-Compress,1.760,11.351,-0.023,1.102
Preload-1N,1-Compress,1.770,11.351,-0.023,1.123
Preload-1N,1-Compress,1.780,11.351,-0.023,1.113
Preload-1N,1-Compress,1.790,11.351,-0.023,1.113
Preload-1N,1-Compress,1.800,11.351,-0.023,1.123
Preload-1N,1-Compress,1.810,11.351,-0.023,1.113
Preload-1N,1-Compress,1.820,11.351,-0.023,1.113
Preload-1N,1-Compress,1.830,11.351,-0.023,1.113
Preload-1N,1-Compress,1.840,11.351,-0.023,1.123
Preload-1N,1-Compress,1.850,11.351,-0.023,1.113
Preload-1N,1-Compress,1.860,11.351,-0.023,1.113
Preload-1N,1-Compress,1.870,11.351,-0.023,1.113
Preload-1N,1-Compress,1.880,11.351,-0.023,1.113
Preload-1N,1-Compress,1.890,11.351,-0.023,1.113
Preload-1N,1-Compress,1.900,11.351,-0.023,1.113
Preload-1N,1-Compress,1.910,11.351,-0.023,1.113
Preload-1N,1-Compress,1.920,11.351,-0.023,1.102
Preload-1N,1-Compress,1.930,11.351,-0.023,1.113
Preload-1N,1-Compress,1.940,11.351,-0.023,1.102
Preload-1N,1-Compress,1.950,11.351,-0.023,1.102
Preload-1N,1-Compress,1.960,11.351,-0.023,1.102
Preload-1N,1-Compress,1.970,11.351,-0.023,1.102
Preload-1N,1-Compress,1.980,11.351,-0.023,1.102
Preload-1N,1-Compress,1.990,11.351,-0.023,1.102
Preload-1N,1-Compress,2.000,11.351,-0.023,1.102
Preload-1N,1-Compress,2.010,11.351,-0.023,1.102
Preload-1N,1-Compress,2.020,11.351,-0.023,1.102
Preload-1N,1-Compress,2.030,11.351,-0.023,1.102
Preload-1N,1-Compress,2.040,11.351,-0.023,1.102
Preload-1N,1-Compress,2.050,11.351,-0.023,1.102
Preload-1N,1-Compress,2.060,11.351,-0.023,1.102
Preload-1N,1-Compress,2.070,11.351,-0.023,1.123
Preload-1N,1-Compress,2.080,11.351,-0.023,1.113
Preload-1N,1-Compress,2.090,11.351,-0.023,1.113
Preload-1N,1-Compress,2.100,11.351,-0.023,1.113
Preload-1N,1-Compress,2.110,11.351,-0.023,1.113
Preload-1N,1-Compress,2.120,11.351,-0.023,1.113
Preload-1N,1-Compress,2.130,11.351,-0.023,1.113
Preload-1N,1-Compress,2.140,11.351,-0.023,1.113
Preload-1N,1-Compress,2.150,11.351,-0.023,1.113
Preload-1N,1-Compress,2.160,11.351,-0.023,1.102
Preload-1N,1-Compress,2.170,11.351,-0.023,1.113
Preload-1N,1-Compress,2.180,11.351,-0.023,1.113
Preload-1N,1-Compress,2.190,11.351,-0.023,1.113
Preload-1N,1-Compress,2.200,11.351,-0.023,1.113
Preload-1N,1-Compress,2.210,11.351,-0.023,1.102
Preload-1N,1-Compress,2.220,11.351,-0.023,1.102
Preload-1N,1-Compress,2.230,11.351,-0.023,1.092
Preload-1N,1-Compress,2.240,11.351,-0.023,1.092
Preload-1N,1-Compress,2.250,11.351,-0.023,1.092
Preload-1N,1-Compress,2.260,11.351,-0.023,1.092
Preload-1N,1-Compress,2.270,11.351,-0.023,1.092
Preload-1N,1-Compress,2.280,11.351,-0.023,1.092
Preload-1N,1-Compress,2.290,11.351,-0.023,1.092
Preload-1N,1-Compress,2.300,11.351,-0.023,1.092
Preload-1N,1-Compress,2.310,11.351,-0.023,1.092
Preload-1N,1-Compress,2.320,11.351,-0.023,1.092
Preload-1N,1-Compress,2.330,11.351,-0.023,1.092
Preload-1N,1-Compress,2.340,11.351,-0.023,1.092
Preload-1N,1-Compress,2.350,11.351,-0.023,1.092
Preload-1N,1-Compress,2.360,11.351,-0.023,1.092
Preload-1N,1-Compress,2.370,11.351,-0.023,1.092
Preload-1N,1-Compress,2.380,11.351,-0.023,1.102
Preload-1N,1-Compress,2.390,11.351,-0.023,1.102
Preload-1N,1-Compress,2.400,11.351,-0.023,1.092
Preload-1N,1-Compress,2.410,11.351,-0.023,1.102
Preload-1N,1-Compress,2.420,11.351,-0.023,1.092
Preload-1N,1-Compress,2.430,11.351,-0.023,1.092
Preload-1N,1-Compress,2.440,11.351,-0.023,1.102
Preload-1N,1-Compress,2.450,11.351,-0.023,1.102
Preload-1N,1-Compress,2.460,11.351,-0.023,1.092
Preload-1N,1-Compress,2.470,11.351,-0.023,1.092
Preload-1N,1-Compress,2.480,11.351,-0.023,1.092
Preload-1N,1-Compress,2.490,11.351,-0.023,1.092
Preload-1N,1-Compress,2.500,11.351,-0.023,1.092
Preload-1N,1-Compress,2.510,11.351,-0.023,1.092
Preload-1N,1-Compress,2.520,11.351,-0.023,1.092
Preload-1N,1-Compress,2.530,11.351,-0.023,1.081
Preload-1N,1-Compress,2.540,11.351,-0.023,1.081
Preload-1N,1-Compress,2.550,11.351,-0.023,1.081
Preload-1N,1-Compress,2.560,11.351,-0.023,1.081
Preload-1N,1-Compress,2.570,11.351,-0.023,1.081
Preload-1N,1-Compress,2.580,11.351,-0.023,1.081
Preload-1N,1-Compress,2.590,11.351,-0.023,1.081
Preload-1N,1-Compress,2.600,11.351,-0.023,1.070
Preload-1N,1-Compress,2.610,11.351,-0.023,1.081
Preload-1N,1-Compress,2.620,11.351,-0.023,1.070
Preload-1N,1-Compress,2.630,11.351,-0.023,1.081
Preload-1N,1-Compress,2.640,11.351,-0.023,1.070
Preload-1N,1-Compress,2.650,11.351,-0.023,1.070
Preload-1N,1-Compress,2.660,11.351,-0.023,1.070
Preload-1N,1-Compress,2.670,11.351,-0.023,1.070
Preload-1N,1-Compress,2.680,11.351,-0.023,1.092
Preload-1N,1-Compress,2.690,11.351,-0.023,1.081
Preload-1N,1-Compress,2.700,11.351,-0.023,1.092
Preload-1N,1-Compress,2.710,11.351,-0.023,1.092
Preload-1N,1-Compress,2.720,11.351,-0.023,1.081
Preload-1N,1-Compress,2.730,11.351,-0.023,1.081
Preload-1N,1-Compress,2.740,11.351,-0.023,1.081
Preload-1N,1-Compress,2.750,11.351,-0.023,1.081
Preload-1N,1-Compress,2.760,11.351,-0.023,1.081
Preload-1N,1-Compress,2.770,11.351,-0.023,1.081
Preload-1N,1-Compress,2.780,11.351,-0.023,1.081
Preload-1N,1-Compress,2.790,11.351,-0.023,1.081
Preload-1N,1-Compress,2.800,11.351,-0.023,1.081
Preload-1N,1-Compress,2.810,11.351,-0.023,1.081
Preload-1N,1-Compress,2.820,11.351,-0.023,1.081
Preload-1N,1-Compress,2.830,11.351,-0.023,1.060
Preload-1N,1-Compress,2.840,11.351,-0.023,1.070
Preload-1N,1-Compress,2.850,11.351,-0.023,1.070
Preload-1N,1-Compress,2.860,11.351,-0.023,1.060
Preload-1N,1-Compress,2.870,11.351,-0.023,1.060
Preload-1N,1-Compress,2.880,11.351,-0.023,1.060
Preload-1N,1-Compress,2.890,11.351,-0.023,1.060
Preload-1N,1-Compress,2.900,11.351,-0.023,1.060
Preload-1N,1-Compress,2.910,11.351,-0.023,1.060
Preload-1N,1-Compress,2.920,11.351,-0.023,1.060
Preload-1N,1-Compress,2.930,11.351,-0.023,1.060
Preload-1N,1-Compress,2.940,11.351,-0.023,1.060
Preload-1N,1-Compress,2.950,11.351,-0.023,1.060
Preload-1N,1-Compress,2.960,11.351,-0.023,1.060
Preload-1N,1-Compress,2.970,11.351,-0.023,1.060
Preload-1N,1-Compress,2.980,11.351,-0.023,1.070
Preload-1N,1-Compress,2.990,11.351,-0.023,1.081
Preload-1N,1-Compress,3.000,11.351,-0.023,1.081
Preload-1N,1-Compress,3.010,11.351,-0.023,1.092
Preload-1N,1-Compress,3.020,11.351,-0.023,1.092
Preload-1N,1-Compress,3.030,11.351,-0.023,1.102
Preload-1N,1-Compress,3.040,11.351,-0.023,1.113
Preload-1N,1-Compress,3.050,11.351,-0.023,1.123
Preload-1N,1-Compress,3.060,11.351,-0.023,1.134
Preload-1N,1-Compress,3.070,11.351,-0.023,1.134
Preload-1N,1-Compress,3.080,11.351,-0.023,1.134
Preload-1N,1-Compress,3.090,11.351,-0.023,1.134
Preload-1N,1-Compress,3.100,11.351,-0.023,1.134
Preload-1N,1-Compress,3.110,11.351,-0.023,1.123
Preload-1N,1-Compress,3.120,11.351,-0.023,1.102
Preload-1N,1-Compress,3.130,11.351,-0.023,1.070
Preload-1N,1-Compress,3.140,11.351,-0.023,1.060
Preload-1N,1-Compress,3.150,11.351,-0.023,1.039
Preload-1N,1-Compress,3.160,11.351,-0.023,1.039
Preload-1N,1-Compress,3.170,11.351,-0.023,1.039
Preload-1N,1-Compress,3.180,11.351,-0.023,1.039
Preload-1N,1-Compress,3.190,11.351,-0.023,1.028
Preload-1N,1-Compress,3.200,11.351,-0.023,1.028
Preload-1N,1-Compress,3.210,11.351,-0.023,1.028
Preload-1N,1-Compress,3.220,11.351,-0.023,1.039
Preload-1N,1-Compress,3.230,11.351,-0.023,1.028
Preload-1N,1-Compress,3.240,11.351,-0.023,1.028
Preload-1N,1-Compress,3.250,11.351,-0.023,1.039
Preload-1N,1-Compress,3.260,11.351,-0.023,1.028
Preload-1N,1-Compress,3.270,11.351,-0.023,1.039
Preload-1N,1-Compress,3.280,11.351,-0.023,1.049
Preload-1N,1-Compress,3.290,11.351,-0.023,1.049
Preload-1N,1-Compress,3.300,11.351,-0.023,1.049
Preload-1N,1-Compress,3.310,11.351,-0.023,1.060
Preload-1N,1-Compress,3.320,11.351,-0.023,1.049
Preload-1N,1-Compress,3.330,11.351,-0.023,1.049
Preload-1N,1-Compress,3.340,11.351,-0.023,1.049
Preload-1N,1-Compress,3.350,11.351,-0.023,1.049
Preload-1N,1-Compress,3.360,11.351,-0.023,1.060
Preload-1N,1-Compress,3.370,11.351,-0.023,1.049
Preload-1N,1-Compress,3.380,11.351,-0.023,1.060
Preload-1N,1-Compress,3.390,11.351,-0.023,1.049
Preload-1N,1-Compress,3.400,11.351,-0.023,1.060
Preload-1N,1-Compress,3.410,11.351,-0.023,1.060
Preload-1N,1-Compress,3.420,11.351,-0.023,1.060
Preload-1N,1-Compress,3.430,11.351,-0.023,1.039
Preload-1N,1-Compress,3.440,11.351,-0.023,1.039
Preload-1N,1-Compress,3.450,11.351,-0.023,1.039
Preload-1N,1-Compress,3.460,11.351,-0.023,1.028
Preload-1N,1-Compress,3.470,11.351,-0.023,1.018
Preload-1N,1-Compress,3.480,11.351,-0.023,1.039
Preload-1N,1-Compress,3.490,11.351,-0.023,1.028
Preload-1N,1-Compress,3.500,11.351,-0.023,1.028
Preload-1N,1-Compress,3.510,11.351,-0.023,1.039
Preload-1N,1-Compress,3.520,11.351,-0.023,1.028
Preload-1N,1-Compress,3.530,11.351,-0.023,1.028
Preload-1N,1-Compress,3.540,11.351,-0.023,1.028
Preload-1N,1-Compress,3.550,11.351,-0.023,1.028
Preload-1N,1-Compress,3.560,11.351,-0.023,1.028
Preload-1N,1-Compress,3.570,11.351,-0.023,1.028
Preload-1N,1-Compress,3.580,11.351,-0.023,1.049
Preload-1N,1-Compress,3.590,11.351,-0.023,1.049
Preload-1N,1-Compress,3.600,11.351,-0.023,1.049
Preload-1N,1-Compress,3.610,11.351,-0.023,1.039
Preload-1N,1-Compress,3.620,11.351,-0.023,1.039
Preload-1N,1-Compress,3.630,11.351,-0.023,1.039
Preload-1N,1-Compress,3.640,11.351,-0.023,1.039
Preload-1N,1-Compress,3.650,11.351,-0.023,1.049
Preload-1N,1-Compress,3.660,11.351,-0.023,1.039
Preload-1N,1-Compress,3.670,11.351,-0.023,1.039
Preload-1N,1-Compress,3.680,11.351,-0.023,1.039
Preload-1N,1-Compress,3.690,11.351,-0.023,1.049
Preload-1N,1-Compress,3.700,11.351,-0.023,1.039
Preload-1N,1-Compress,3.710,11.351,-0.023,1.039
Preload-1N,1-Compress,3.720,11.351,-0.023,1.039
Preload-1N,1-Compress,3.730,11.351,-0.023,1.018
Preload-1N,1-Compress,3.740,11.351,-0.023,1.028
Preload-1N,1-Compress,3.750,11.351,-0.023,1.018
Preload-1N,1-Compress,3.760,11.351,-0.023,1.007
Preload-1N,1-Compress,3.770,11.351,-0.023,1.018
Preload-1N,1-Compress,3.780,11.351,-0.023,1.018
Preload-1N,1-Compress,3.790,11.351,-0.023,1.018
Preload-1N,1-Compress,3.800,11.351,-0.023,1.018
Preload-1N,1-Compress,3.810,11.351,-0.023,1.018
Preload-1N,1-Compress,3.820,11.351,-0.023,1.018
Preload-1N,1-Compress,3.830,11.351,-0.023,1.007
Preload-1N,1-Compress,3.840,11.351,-0.023,1.018
Preload-1N,1-Compress,3.850,11.351,-0.023,1.007
Preload-1N,1-Compress,3.860,11.351,-0.023,1.018
Preload-1N,1-Compress,3.870,11.351,-0.023,1.007
Preload-1N,1-Compress,3.880,11.351,-0.023,0.996
Preload-1N,1-Compress,3.890,11.351,-0.023,1.028
Preload-1N,1-Compress,3.900,11.351,-0.023,1.028
Preload-1N,1-Compress,3.910,11.351,-0.023,1.028
Preload-1N,1-Compress,3.920,11.351,-0.023,1.028
Preload-1N,1-Compress,3.930,11.351,-0.023,1.018
Preload-1N,1-Compress,3.940,11.351,-0.023,1.018
Preload-1N,1-Compress,3.950,11.351,-0.023,1.028
Preload-1N,1-Compress,3.960,11.351,-0.023,1.018
Preload-1N,1-Compress,3.970,11.351,-0.023,1.018
Preload-1N,1-Compress,3.980,11.351,-0.023,1.018
Preload-1N,1-Compress,3.990,11.351,-0.023,1.018
Preload-1N,1-Compress,4.000,11.351,-0.023,1.018
Preload-1N,1-Compress,4.010,11.351,-0.023,1.018
Preload-1N,1-Compress,4.020,11.351,-0.023,1.018
Preload-1N,1-Compress,4.030,11.351,-0.023,1.018
Preload-1N,1-Compress,4.040,11.351,-0.023,0.996
Preload-1N,1-Compress,4.050,11.351,-0.023,0.996
Preload-1N,1-Compress,4.060,11.349,-0.021,0.965
Preload-1N,1-Compress,4.070,11.347,-0.019,0.986
Preload-1N,1-Compress,4.080,11.347,-0.019,0.996
Preload-1N,1-Compress,4.090,11.349,-0.021,0.996
Preload-1N,1-Compress,4.100,11.347,-0.019,0.975
Preload-1N,1-Compress,4.110,11.346,-0.018,0.996
Preload-1N,1-Compress,4.120,11.344,-0.016,1.049
Preload-1N,1-Compress,4.130,11.344,-0.016,1.049
Preload-1N,1-Compress,4.140,11.346,-0.018,1.060
Preload-1N,1-Compress,4.150,11.346,-0.018,1.028
Preload-1N,1-Compress,4.160,11.347,-0.019,1.028
Preload-1N,1-Compress,4.170,11.347,-0.019,0.996
Preload-1N,1-Compress,4.180,11.346,-0.018,1.007
Preload-1N,1-Compress,4.190,11.346,-0.018,1.039
Preload-1N,1-Compress,4.200,11.344,-0.016,1.060
Preload-1N,1-Compress,4.210,11.344,-0.016,1.060
Preload-1N,1-Compress,4.220,11.346,-0.018,1.060
Preload-1N,1-Compress,4.230,11.346,-0.018,1.039
Preload-1N,1-Compress,4.240,11.347,-0.019,1.028
Preload-1N,1-Compress,4.250,11.347,-0.019,1.018
Preload-1N,1-Compress,4.260,11.346,-0.018,1.018
Preload-1N,1-Compress,4.270,11.346,-0.018,1.018
Preload-1N,1-Compress,4.280,11.344,-0.016,1.039
Preload-1N,1-Compress,4.290,11.344,-0.016,1.081
Preload-1N,1-Compress,4.300,11.344,-0.016,1.060
Preload-1N,1-Compress,4.310,11.346,-0.018,1.049
Preload-1N,1-Compress,4.320,11.346,-0.018,1.039
Preload-1N,1-Compress,4.330,11.346,-0.018,1.039
Preload-1N,1-Compress,4.340,11.346,-0.018,1.007
Preload-1N,1-Compress,4.350,11.346,-0.018,1.007
Preload-1N,1-Compress,4.360,11.346,-0.018,1.007
Preload-1N,1-Compress,4.370,11.346,-0.018,1.007
Preload-1N,1-Compress,4.380,11.346,-0.018,1.007
Preload-1N,1-Compress,4.390,11.346,-0.018,1.007
Preload-1N,1-Compress,4.400,11.346,-0.018,1.007
Preload-1N,1-Compress,4.410,11.346,-0.018,1.007
Preload-1N,1-Compress,4.420,11.346,-0.018,1.007
Preload-1N,1-Compress,4.430,11.346,-0.018,1.007
Preload-1N,1-Compress,4.440,11.346,-0.018,1.007
Preload-1N,1-Compress,4.450,11.346,-0.018,1.007
Preload-1N,1-Compress,4.460,11.344,-0.016,1.018
Preload-1N,1-Compress,4.470,11.344,-0.016,1.007
Preload-1N,1-Compress,4.480,11.344,-0.016,1.007
Preload-1N,1-Compress,4.490,11.344,-0.016,1.049
Preload-1N,1-Compress,4.500,11.344,-0.016,1.039
Preload-1N,1-Compress,4.510,11.344,-0.016,1.060
Preload-1N,1-Compress,4.520,11.344,-0.016,1.049
Preload-1N,1-Compress,4.530,11.344,-0.016,1.070
Preload-1N,1-Compress,4.540,11.344,-0.016,1.081
Preload-1N,1-Compress,4.550,11.346,-0.018,1.092
Preload-1N,1-Compress,4.560,11.347,-0.019,1.092
Preload-1N,1-Compress,4.570,11.347,-0.019,1.070
Preload-1N,1-Compress,4.580,11.349,-0.021,1.081
Preload-1N,1-Compress,4.590,11.351,-0.023,1.070
Preload-1N,1-Compress,4.600,11.352,-0.024,1.039
Preload-1N,1-Compress,4.610,11.354,-0.026,0.996
Preload-1N,1-Compress,4.620,11.355,-0.027,0.975
Preload-1N,1-Compress,4.630,11.355,-0.027,0.933
